星河空间|企业服务|北京|2015.12|尚未获投
嘿视app|社交网络|广东|2016.5|尚未获投
出书啦|文化娱乐|广东|2016.6|尚未获投
纳德光学|硬件|广东|2015.1|天使轮
秀维珂|企业服务|上海|2016.5|天使轮
新兴药房|电子商务|河北|1996.8|战略投资
周小白装饰|房产服务|湖北|2015.6|尚未获投
佳策|工具软件|湖南|2010.8|天使轮
公司|本地生活|北京|2015.7|种子轮
邻国学院|教育|新疆|2015.12|尚未获投
宅代洗|本地生活|内蒙古|2015.7|Pre-A轮
VC SaaS|企业服务|广东|2016.8|天使轮
利客修|本地生活|辽宁|2015.8|A轮
tradeWOW小璞信息|电子商务|上海|2016.7|尚未获投
选眼镜|电子商务|广东|2015.4|尚未获投
白帽汇|企业服务|北京|2015.1|尚未获投
饭Uber|本地生活|上海|2016.2|尚未获投
中关村e谷|企业服务|北京|2012.4|尚未获投
公司|游戏|北京|2016.1|种子轮
中域电讯|电子商务|广东|2002.5|尚未获投
莱茵教育|教育|北京|2007.7|尚未获投
吉因加|医疗健康|北京|2015.4|A轮
栀子欢|文化娱乐|北京|2015.5|尚未获投
前海葡萄酒|本地生活|广东|2015.11|不明确
就旅行justravel|旅游|北京|2016.8|种子轮
五网|本地生活|四川|2013.11|尚未获投
找主播|文化娱乐|北京|2016.5|尚未获投
安保帮|本地生活|北京|2016.3|尚未获投
公司|企业服务|北京|2015.6|天使轮
中国原创音乐网|文化娱乐|河北|2006.11|尚未获投
六维康复|医疗健康|辽宁|2010.11|尚未获投
爱原创|文化娱乐|北京|2012.1|尚未获投
开客|企业服务|上海|2016.1|种子轮
寻找田野|电子商务|上海|2016.4|天使轮
音熊联萌|文化娱乐|上海|2013.2|Pre-A轮
德勤易才|教育|北京|2006.2|天使轮
浩思智慧|硬件|北京|2016.1|种子轮
Health2Sync|医疗健康|台湾|2013.6|A轮
公司|金融|重庆|2016.4|尚未获投
芝麻互助|企业服务|上海|2016.6|尚未获投
青瞳视觉|硬件|上海|2015.8|天使轮
加速云|企业服务|浙江|2015.9|天使轮
欧睿宇邦|房产服务|上海|2002.11|A轮
康拓医疗|医疗健康|陕西|2005.3|A轮
盈达睿|企业服务|北京|2014.5|尚未获投
民生医药|医疗健康|北京|2003.7|已被收购
机遇在线|企业服务|北京|2014.8|天使轮
uou佑友|社交网络|北京|2015.5|尚未获投
公司|工具软件|重庆|2016.3|尚未获投
七克拉|电子商务|广东|2015.5|尚未获投
一亩菜地|电子商务|江西|2014.12|尚未获投
红圈头|企业服务|广东|2016.8|尚未获投
好食期|电子商务|上海|2016.1|新三板
捉影|社交网络|广东|2016.1|天使轮
GOGAL够格|文化娱乐|广东|2015.10|天使轮
微软在线|企业服务|上海|2005.4|尚未获投
POWTEK力科电器|硬件|广东|2004.8|尚未获投
大神科技|游戏|四川|2012.7|天使轮
公司|教育|北京|2015.4|尚未获投
嗨创H5create|企业服务|北京|2016.3|尚未获投
好订单网|电子商务|浙江|2011.4|尚未获投
天使挂号|医疗健康|北京|2015.7|天使轮
CatBank小猫理财|金融|北京|2013.5|尚未获投
喂啊科技|游戏|上海|2015.12|A轮
牙医abc|医疗健康|上海|2015.4|尚未获投
Intimate by LIN DAN|电子商务|上海|2013.12|不明确
Datadriver|金融|上海|2008.8|A+轮
哈皮虎|教育|上海|2014.5|天使轮
公司|医疗健康|海南|2004.4|A轮
鲁班联盟|企业服务|重庆|2015.7|不明确
易极付|金融|重庆|2011.7|天使轮
丁点投房|金融|北京|2015.7|尚未获投
InvestTarget海拓|金融|上海|2016.1|A轮
正帆科技|企业服务|上海|2009.10|已上市
易生活|电子商务|重庆|2013.6|A轮
钧瑶大数据|企业服务|四川|2004.8|A轮
云藏技术|企业服务|广东|2012.10|天使轮
欢乐动漫|文化娱乐|广东|2004.9|A轮
公司|汽车交通|四川|2015.6|天使轮
叮咚柠檬|本地生活|北京|2015.10|天使轮
赛诚智慧|教育|江苏|2013.8|尚未获投
极客船长|电子商务|广东|2014.12|不明确
哔卟TV|游戏|广东|2016.6|尚未获投
海带|电子商务|浙江|2014.9|Pre-A轮
墨橙游戏|游戏|浙江|2015.8|天使轮
e企在线|企业服务|上海|2015.10|种子轮
喜茶HeekCaa|本地生活|广东|2013.5|A轮
百顺鑫|企业服务|广东|2014.9|尚未获投
公司|电子商务|江苏|2016.4|尚未获投
艺术家|文化娱乐|山东|2016.6|尚未获投
荡麦影业|文化娱乐|上海|2016.7|天使轮
携觅点评网|电子商务|江苏|2016.7|尚未获投
志愿帮|企业服务|广东|2015.4|尚未获投
云系科技楼小二|本地生活|广东|2013.7|A轮
爱普云Applean|企业服务|北京|2015.8|尚未获投
SuperD超多维科技|硬件|广东|2014.7|尚未获投
大猫科技|工具软件|天津|2015.4|尚未获投
艾法德曼教育|教育|河南|2016.5|尚未获投
公司|硬件|辽宁|2015.9|天使轮
砍房团|房产服务|山东|2014.11|Pre-A轮
鹏峰汽车|汽车交通|广东|2004.7|已被收购
原色映画|文化娱乐|北京|2016.6|种子轮
智享乐居|本地生活|北京|2015.1|Pre-A轮
心客|本地生活|江西|2015.11|A轮
优腾教育|教育|浙江|2016.7|天使轮
速约学车|汽车交通|江苏|2015.8|种子轮
深圳微财网|金融|广东|2013.8|尚未获投
青鸟盛地|体育运动|北京|2015.7|天使轮
公司|电子商务|广东|2015.10|尚未获投
趣动网络iFit App|体育运动|上海|2015.7|天使轮
蒸汽世界|文化娱乐|上海|2014.12|Pre-A轮
MOOSE|游戏|浙江|2016.3|尚未获投
易途大巴|汽车交通|浙江|2014.10|尚未获投
Stackplus五点|企业服务|北京|2015.4|尚未获投
博乐信息|企业服务|广东|2011.5|Pre-A轮
搜搜医药网|医疗健康|四川|2006.5|尚未获投
Anada|社交网络|上海|2015.11|种子轮
爱抽屉|工具软件|四川|2015.1|天使轮
公司|电子商务|江苏|2014.8|尚未获投
推理Plus|文化娱乐|上海|2016.2|天使轮
课程帮|教育|北京|2015.6|种子轮
企业汇|企业服务|江苏|2004.3|天使轮
维金荟|金融|上海|2015.1|尚未获投
十分咖啡|企业服务|湖南|2014.12|天使轮
万众一芯|硬件|江苏|2014.3|天使轮
开运联合|企业服务|北京|2004.4|已上市
有木网|电子商务|北京|2013.1|天使轮
小鸟客厅影院|硬件|四川|2015.3|尚未获投
公司|房产服务|广东|2016.4|尚未获投
慧城科技|硬件|广东|2015.3|Pre-A轮
快当科技|电子商务|浙江|2015.12|Pre-A轮
鲜易网|电子商务|河南|2014.8|尚未获投
吖扑科学|教育|北京|2016.1|种子轮
果派联合|文化娱乐|湖北|2016.3|A轮
天天电竞|游戏|北京|2016.6|A轮
答健康|医疗健康|广东|2014.7|尚未获投
知产加|企业服务|广东|2015.7|战略投资
职前通|企业服务|广东|2016.5|种子轮
公司|企业服务|上海|2014.11|天使轮
苏贝康|医疗健康|上海|2015.8|天使轮
爱棋道|教育|北京|2015.2|天使轮
GET资讯|文化娱乐|北京|2012.10|天使轮
懒夫|本地生活|浙江|2016.6|尚未获投
时代智囊|教育|山东|2008.7|不明确
凯如科技|本地生活|广东|2016.4|天使轮
wapige|电子商务|北京|2016.7|尚未获投
金融链|金融|河南|2016.4|种子轮
有康私家医生|医疗健康|广东|2015.7|尚未获投
公司|旅游|上海|2015.12|天使轮
1元在线买|电子商务|四川|2016.5|尚未获投
非凡部落|教育|北京|2016.1|天使轮
紫洋葱|企业服务|河南|2015.10|种子轮
云易虹|企业服务|湖北|2014.11|尚未获投
新华会计网|教育|北京|2005.1|已被收购
新旅界|旅游|北京|2016.8|天使轮
